,County,Population2022,FIPS,District,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12
86,Northampton,11900,51131,2,Accomack,Mathews,Middlesex,Lancaster,Northumberland,PoquosonCity,HamptonCity,NorfolkCity,VirginiaBeachCity,HamptonCity,Gloucester,York
