,year,state,county_fips,county_name,democrat_votes,republican_votes,total_votes,population
564,2016,VIRGINIA,51059,FAIRFAX,355133,157710,512843,1145862.0
565,2016,VIRGINIA,51061,FAUQUIER,12971,22127,35098,69728.0
566,2016,VIRGINIA,51063,FLOYD,2300,5293,7593,15704.0
567,2016,VIRGINIA,51065,FLUVANNA,5760,7025,12785,26594.0
568,2016,VIRGINIA,51067,FRANKLIN,7257,18569,25826,56187.0
569,2016,VIRGINIA,51069,FREDERICK,11932,26083,38015,86415.0
570,2016,VIRGINIA,51071,GILES,1950,5910,7860,16772.0
571,2016,VIRGINIA,51073,GLOUCESTER,5404,13096,18500,37222.0
572,2016,VIRGINIA,51075,GOOCHLAND,4889,8384,13273,22865.0
573,2016,VIRGINIA,51077,GRAYSON,1407,5592,6999,15742.0
574,2016,VIRGINIA,51079,GREENE,2924,5945,8869,19519.0
575,2016,VIRGINIA,51081,GREENSVILLE,2558,1737,4295,11525.0
576,2016,VIRGINIA,51083,HALIFAX,6897,9704,16601,34552.0
577,2016,VIRGINIA,51085,HANOVER,19382,39630,59012,105537.0
578,2016,VIRGINIA,51087,HENRICO,93935,59857,153792,327535.0
579,2016,VIRGINIA,51089,HENRY,8198,15208,23406,51308.0
580,2016,VIRGINIA,51091,HIGHLAND,371,958,1329,2204.0
581,2016,VIRGINIA,51093,ISLE OF WIGHT,7881,12204,20085,36627.0
582,2016,VIRGINIA,51095,JAMES CITY,19105,21306,40411,74916.0
583,2016,VIRGINIA,51097,KING AND QUEEN,1468,2099,3567,7042.0
584,2016,VIRGINIA,51099,KING GEORGE,4007,7341,11348,26229.0
585,2016,VIRGINIA,51101,KING WILLIAM,2760,5975,8735,16688.0
586,2016,VIRGINIA,51103,LANCASTER,2869,3523,6392,10724.0
587,2016,VIRGINIA,51105,LEE,1627,7543,9170,23948.0
588,2016,VIRGINIA,51107,LOUDOUN,100795,69949,170744,395134.0
589,2016,VIRGINIA,51109,LOUISA,6212,10528,16740,36040.0
590,2016,VIRGINIA,51111,LUNENBURG,2227,3204,5431,12282.0
591,2016,VIRGINIA,51113,MADISON,2203,4419,6622,13170.0
592,2016,VIRGINIA,51115,MATHEWS,1563,3517,5080,8788.0
593,2016,VIRGINIA,51117,MECKLENBURG,6285,8288,14573,30728.0
594,2016,VIRGINIA,51119,MIDDLESEX,2108,3670,5778,10675.0
595,2016,VIRGINIA,51121,MONTGOMERY,20021,19459,39480,98140.0
596,2016,VIRGINIA,51125,NELSON,3689,4154,7843,14831.0
597,2016,VIRGINIA,51127,NEW KENT,3546,8118,11664,21686.0
598,2016,VIRGINIA,51131,NORTHAMPTON,3255,2686,5941,11885.0
599,2016,VIRGINIA,51133,NORTHUMBERLAND,2852,4302,7154,12190.0
600,2016,VIRGINIA,51135,NOTTOWAY,2829,3712,6541,15433.0
601,2016,VIRGINIA,51137,ORANGE,5957,10521,16478,36010.0
602,2016,VIRGINIA,51139,PAGE,2514,7831,10345,23788.0
603,2016,VIRGINIA,51141,PATRICK,1768,6454,8222,17748.0
604,2016,VIRGINIA,51143,PITTSYLVANIA,9199,21554,30753,61256.0
605,2016,VIRGINIA,51145,POWHATAN,4060,11885,15945,28815.0
606,2016,VIRGINIA,51147,PRINCE EDWARD,4591,4101,8692,22905.0
607,2016,VIRGINIA,51149,PRINCE GEORGE,6419,9157,15576,38114.0
608,2016,VIRGINIA,51153,PRINCE WILLIAM,113144,71721,184865,461423.0
609,2016,VIRGINIA,51155,PULASKI,4172,10322,14494,34182.0
610,2016,VIRGINIA,51157,RAPPAHANNOCK,1747,2539,4286,7378.0
611,2016,VIRGINIA,51159,RICHMOND,1347,2213,3560,8884.0
612,2016,VIRGINIA,51161,ROANOKE,17200,31408,48608,93823.0
613,2016,VIRGINIA,51163,ROCKBRIDGE,3508,6680,10188,22570.0
614,2016,VIRGINIA,51165,ROCKINGHAM,9366,25990,35356,80284.0
615,2016,VIRGINIA,51167,RUSSELL,2330,9521,11851,27141.0
616,2016,VIRGINIA,51169,SCOTT,1581,8247,9828,21902.0
617,2016,VIRGINIA,51171,SHENANDOAH,5273,14094,19367,43224.0
618,2016,VIRGINIA,51173,SMYTH,2665,9750,12415,30767.0
619,2016,VIRGINIA,51175,SOUTHAMPTON,3595,5035,8630,17880.0
620,2016,VIRGINIA,51177,SPOTSYLVANIA,24207,34623,58830,132833.0
621,2016,VIRGINIA,51179,STAFFORD,27908,33868,61776,146773.0
622,2016,VIRGINIA,51181,SURRY,2272,1819,4091,6523.0
623,2016,VIRGINIA,51183,SUSSEX,2879,2055,4934,11377.0
624,2016,VIRGINIA,51185,TAZEWELL,2895,15168,18063,41603.0
625,2016,VIRGINIA,51187,WARREN,5169,11773,16942,39492.0
626,2016,VIRGINIA,51191,WASHINGTON,5553,19320,24873,54071.0
627,2016,VIRGINIA,51193,WESTMORELAND,3836,4448,8284,17751.0
628,2016,VIRGINIA,51195,WISE,2701,12086,14787,38486.0
629,2016,VIRGINIA,51197,WYTHE,2770,10046,12816,28844.0
630,2016,VIRGINIA,51199,YORK,12999,18837,31836,67982.0
631,2016,VIRGINIA,51510,ALEXANDRIA,57242,13285,70527,157613.0
632,2016,VIRGINIA,51515,BEDFORD,0,0,0,
633,2016,VIRGINIA,51520,BRISTOL,1835,4892,6727,16912.0
634,2016,VIRGINIA,51530,BUENA VISTA,693,1430,2123,6484.0
635,2016,VIRGINIA,51540,CHARLOTTESVILLE,17901,2960,20861,47096.0
636,2016,VIRGINIA,51550,CHESAPEAKE,52627,54047,106674,239982.0
637,2016,VIRGINIA,51570,COLONIAL HEIGHTS,2367,5681,8048,17428.0
638,2016,VIRGINIA,51580,COVINGTON,914,1349,2263,5598.0
639,2016,VIRGINIA,51590,DANVILLE,11059,7303,18362,41070.0
640,2016,VIRGINIA,51595,EMPORIA,1530,789,2319,5442.0
641,2016,VIRGINIA,51600,FAIRFAX,7367,3702,11069,23531.0
642,2016,VIRGINIA,51610,FALLS CHURCH,5819,1324,7143,14128.0
643,2016,VIRGINIA,51620,FRANKLIN,2519,1421,3940,8147.0
644,2016,VIRGINIA,51630,FREDERICKSBURG,6707,3744,10451,28622.0
645,2016,VIRGINIA,51640,GALAX,681,1603,2284,6517.0
646,2016,VIRGINIA,51650,HAMPTON,41312,17902,59214,135041.0
647,2016,VIRGINIA,51660,HARRISONBURG,10212,6262,16474,53273.0
648,2016,VIRGINIA,51670,HOPEWELL,4724,3885,8609,22456.0
649,2016,VIRGINIA,51678,LEXINGTON,1514,766,2280,7241.0
650,2016,VIRGINIA,51680,LYNCHBURG,14792,17982,32774,80569.0
651,2016,VIRGINIA,51683,MANASSAS,8423,5953,14376,41174.0
652,2016,VIRGINIA,51685,MANASSAS PARK,3204,1733,4937,16986.0
653,2016,VIRGINIA,51690,MARTINSVILLE,3533,2149,5682,12852.0
654,2016,VIRGINIA,51700,NEWPORT NEWS,45618,25468,71086,179673.0
655,2016,VIRGINIA,51710,NORFOLK,57023,21552,78575,244601.0
656,2016,VIRGINIA,51720,NORTON,383,1021,1404,3970.0
657,2016,VIRGINIA,51730,PETERSBURG,12021,1451,13472,31362.0
658,2016,VIRGINIA,51735,POQUOSON,1601,5092,6693,12090.0
659,2016,VIRGINIA,51740,PORTSMOUTH,28497,12795,41292,95097.0
660,2016,VIRGINIA,51750,RADFORD,2925,2638,5563,17691.0
661,2016,VIRGINIA,51760,RICHMOND,81259,15581,96840,226622.0
662,2016,VIRGINIA,51770,ROANOKE,22286,14789,37075,99229.0
663,2016,VIRGINIA,51775,SALEM,4202,7226,11428,25317.0
664,2016,VIRGINIA,51790,STAUNTON,5333,5133,10466,24432.0
665,2016,VIRGINIA,51800,SUFFOLK,23280,18006,41286,90093.0
666,2016,VIRGINIA,51810,VIRGINIA BEACH,91032,98224,189256,450201.0
667,2016,VIRGINIA,51820,WAYNESBORO,3764,4801,8565,22140.0
668,2016,VIRGINIA,51830,WILLIAMSBURG,5206,1925,7131,14927.0
669,2016,VIRGINIA,51840,WINCHESTER,5164,4790,9954,27897.0
670,2020,VIRGINIA,51001,ACCOMACK,7578,9172,16750,32673.0
671,2020,VIRGINIA,51003,ALBEMARLE,42466,20804,63270,107405.0
672,2020,VIRGINIA,51005,ALLEGHANY,2243,5859,8102,15157.0
673,2020,VIRGINIA,51007,AMELIA,2411,5390,7801,12953.0
674,2020,VIRGINIA,51009,AMHERST,5672,11041,16713,31775.0
675,2020,VIRGINIA,51011,APPOMATTOX,2418,6702,9120,15707.0
676,2020,VIRGINIA,51013,ARLINGTON,105344,22318,127662,233464.0
677,2020,VIRGINIA,51015,AUGUSTA,10840,30714,41554,75079.0
678,2020,VIRGINIA,51017,BATH,646,1834,2480,4307.0
679,2020,VIRGINIA,51019,BEDFORD,12176,35600,47776,78376.0
680,2020,VIRGINIA,51021,BLAND,532,2903,3435,6388.0
681,2020,VIRGINIA,51023,BOTETOURT,5700,15099,20799,33343.0
682,2020,VIRGINIA,51025,BRUNSWICK,4552,3357,7909,16520.0
683,2020,VIRGINIA,51027,BUCHANAN,1587,8311,9898,21788.0
684,2020,VIRGINIA,51029,BUCKINGHAM,3471,4544,8015,17059.0
685,2020,VIRGINIA,51031,CAMPBELL,8070,21245,29315,55225.0
686,2020,VIRGINIA,51033,CAROLINE,7657,8336,15993,30381.0
687,2020,VIRGINIA,51035,CARROLL,2842,12659,15501,29801.0
688,2020,VIRGINIA,51036,CHARLES CITY,2624,1761,4385,7014.0
689,2020,VIRGINIA,51037,CHARLOTTE,2317,3815,6132,12040.0
690,2020,VIRGINIA,51041,CHESTERFIELD,106935,93326,200261,343551.0
691,2020,VIRGINIA,51043,CLARKE,3920,5192,9112,14423.0
692,2020,VIRGINIA,51045,CRAIG,587,2536,3123,5110.0
693,2020,VIRGINIA,51047,CULPEPER,10617,16012,26629,51101.0
694,2020,VIRGINIA,51049,CUMBERLAND,2227,3019,5246,9824.0
695,2020,VIRGINIA,51051,DICKENSON,1503,5748,7251,14756.0
696,2020,VIRGINIA,51053,DINWIDDIE,6224,8695,14919,28485.0
697,2020,VIRGINIA,51057,ESSEX,3038,3075,6113,10998.0
698,2020,VIRGINIA,51059,FAIRFAX,419943,168401,588344,1145862.0
699,2020,VIRGINIA,51061,FAUQUIER,17565,25106,42671,69728.0
700,2020,VIRGINIA,51063,FLOYD,3004,6225,9229,15704.0
701,2020,VIRGINIA,51065,FLUVANNA,7414,8155,15569,26594.0
702,2020,VIRGINIA,51067,FRANKLIN,8381,20895,29276,56187.0
703,2020,VIRGINIA,51069,FREDERICK,17207,30558,47765,86415.0
704,2020,VIRGINIA,51071,GILES,2156,6876,9032,16772.0
705,2020,VIRGINIA,51073,GLOUCESTER,6964,14875,21839,37222.0
706,2020,VIRGINIA,51075,GOOCHLAND,6685,9966,16651,22865.0
707,2020,VIRGINIA,51077,GRAYSON,1535,6529,8064,15742.0
708,2020,VIRGINIA,51079,GREENE,4163,6866,11029,19519.0
709,2020,VIRGINIA,51081,GREENSVILLE,2627,1914,4541,11525.0
710,2020,VIRGINIA,51083,HALIFAX,7666,10418,18084,34552.0
711,2020,VIRGINIA,51085,HANOVER,25307,44318,69625,105537.0
712,2020,VIRGINIA,51087,HENRICO,116572,63440,180012,327535.0
713,2020,VIRGINIA,51089,HENRY,9127,16725,25852,51308.0
714,2020,VIRGINIA,51091,HIGHLAND,417,1092,1509,2204.0
715,2020,VIRGINIA,51093,ISLE OF WIGHT,9399,13707,23106,36627.0
716,2020,VIRGINIA,51095,JAMES CITY,25553,23153,48706,74916.0
717,2020,VIRGINIA,51097,KING AND QUEEN,1590,2450,4040,7042.0
718,2020,VIRGINIA,51099,KING GEORGE,5404,8446,13850,26229.0
719,2020,VIRGINIA,51101,KING WILLIAM,3260,7320,10580,16688.0
720,2020,VIRGINIA,51103,LANCASTER,3368,3697,7065,10724.0
721,2020,VIRGINIA,51105,LEE,1489,8365,9854,23948.0
722,2020,VIRGINIA,51107,LOUDOUN,138372,82088,220460,395134.0
723,2020,VIRGINIA,51109,LOUISA,8269,13294,21563,36040.0
724,2020,VIRGINIA,51111,LUNENBURG,2418,3537,5955,12282.0
725,2020,VIRGINIA,51113,MADISON,2698,5300,7998,13170.0
726,2020,VIRGINIA,51115,MATHEWS,1825,3901,5726,8788.0
727,2020,VIRGINIA,51117,MECKLENBURG,6803,9266,16069,30728.0
728,2020,VIRGINIA,51119,MIDDLESEX,2491,4196,6687,10675.0
729,2020,VIRGINIA,51121,MONTGOMERY,23218,20629,43847,98140.0
730,2020,VIRGINIA,51125,NELSON,4327,4812,9139,14831.0
731,2020,VIRGINIA,51127,NEW KENT,4621,9631,14252,21686.0
732,2020,VIRGINIA,51131,NORTHAMPTON,3667,2955,6622,11885.0
733,2020,VIRGINIA,51133,NORTHUMBERLAND,3252,4485,7737,12190.0
734,2020,VIRGINIA,51135,NOTTOWAY,2971,4027,6998,15433.0
735,2020,VIRGINIA,51137,ORANGE,7995,12426,20421,36010.0
736,2020,VIRGINIA,51139,PAGE,3007,9345,12352,23788.0
737,2020,VIRGINIA,51141,PATRICK,1954,7485,9439,17748.0
738,2020,VIRGINIA,51143,PITTSYLVANIA,10115,23751,33866,61256.0
739,2020,VIRGINIA,51145,POWHATAN,5320,14055,19375,28815.0
740,2020,VIRGINIA,51147,PRINCE EDWARD,4973,4434,9407,22905.0
741,2020,VIRGINIA,51149,PRINCE GEORGE,7103,10103,17206,38114.0
742,2020,VIRGINIA,51153,PRINCE WILLIAM,142863,81222,224085,461423.0
743,2020,VIRGINIA,51155,PULASKI,4925,12127,17052,34182.0
744,2020,VIRGINIA,51157,RAPPAHANNOCK,2096,2812,4908,7378.0
745,2020,VIRGINIA,51159,RICHMOND,1513,2547,4060,8884.0
746,2020,VIRGINIA,51161,ROANOKE,21801,34268,56069,93823.0
747,2020,VIRGINIA,51163,ROCKBRIDGE,4086,8088,12174,22570.0
748,2020,VIRGINIA,51165,ROCKINGHAM,12644,30349,42993,80284.0
749,2020,VIRGINIA,51167,RUSSELL,2373,10879,13252,27141.0
750,2020,VIRGINIA,51169,SCOTT,1692,9063,10755,21902.0
751,2020,VIRGINIA,51171,SHENANDOAH,6836,16463,23299,43224.0
752,2020,VIRGINIA,51173,SMYTH,3008,10963,13971,30767.0
753,2020,VIRGINIA,51175,SOUTHAMPTON,3969,5730,9699,17880.0
754,2020,VIRGINIA,51177,SPOTSYLVANIA,34307,39411,73718,132833.0
755,2020,VIRGINIA,51179,STAFFORD,40245,37636,77881,146773.0
756,2020,VIRGINIA,51181,SURRY,2397,2025,4422,6523.0
757,2020,VIRGINIA,51183,SUSSEX,2827,2219,5046,11377.0
758,2020,VIRGINIA,51185,TAZEWELL,3205,16731,19936,41603.0
759,2020,VIRGINIA,51187,WARREN,6603,14069,20672,39492.0
760,2020,VIRGINIA,51191,WASHINGTON,6617,21679,28296,54071.0
761,2020,VIRGINIA,51193,WESTMORELAND,4501,5318,9819,17751.0
762,2020,VIRGINIA,51195,WISE,3110,13366,16476,38486.0
763,2020,VIRGINIA,51197,WYTHE,3143,11733,14876,28844.0
764,2020,VIRGINIA,51199,YORK,17683,20241,37924,67982.0
765,2020,VIRGINIA,51510,ALEXANDRIA CITY,66240,14544,80784,157613.0
766,2020,VIRGINIA,51520,BRISTOL CITY,2313,5347,7660,16912.0
767,2020,VIRGINIA,51530,BUENA VISTA CITY,825,1863,2688,6484.0
768,2020,VIRGINIA,51540,CHARLOTTESVILLE CITY,20696,3094,23790,47096.0
769,2020,VIRGINIA,51550,CHESAPEAKE CITY,66377,58180,124557,239982.0
770,2020,VIRGINIA,51570,COLONIAL HEIGHTS CITY,2972,6007,8979,17428.0
771,2020,VIRGINIA,51580,COVINGTON CITY,964,1580,2544,5598.0
772,2020,VIRGINIA,51590,DANVILLE CITY,11710,7428,19138,41070.0
773,2020,VIRGINIA,51595,EMPORIA CITY,1612,754,2366,5442.0
774,2020,VIRGINIA,51600,FAIRFAX CITY,9174,4007,13181,23531.0
775,2020,VIRGINIA,51610,FALLS CHURCH CITY,7146,1490,8636,14128.0
776,2020,VIRGINIA,51620,FRANKLIN CITY,2525,1487,4012,8147.0
777,2020,VIRGINIA,51630,FREDERICKSBURG CITY,8517,4037,12554,28622.0
778,2020,VIRGINIA,51640,GALAX CITY,777,1838,2615,6517.0
779,2020,VIRGINIA,51650,HAMPTON CITY,46220,18430,64650,135041.0
780,2020,VIRGINIA,51660,HARRISONBURG CITY,11022,5591,16613,53273.0
781,2020,VIRGINIA,51670,HOPEWELL CITY,5430,4020,9450,22456.0
782,2020,VIRGINIA,51678,LEXINGTON CITY,1791,906,2697,7241.0
783,2020,VIRGINIA,51680,LYNCHBURG CITY,18048,17097,35145,80569.0
784,2020,VIRGINIA,51683,MANASSAS CITY,10356,6256,16612,41174.0
785,2020,VIRGINIA,51685,MANASSAS PARK CITY,3992,1979,5971,16986.0
786,2020,VIRGINIA,51690,MARTINSVILLE CITY,3766,2165,5931,12852.0
787,2020,VIRGINIA,51700,NEWPORT NEWS CITY,53099,26377,79476,179673.0
788,2020,VIRGINIA,51710,NORFOLK CITY,64440,23443,87883,244601.0
789,2020,VIRGINIA,51720,NORTON CITY,464,1109,1573,3970.0
790,2020,VIRGINIA,51730,PETERSBURG CITY,12389,1584,13973,31362.0
791,2020,VIRGINIA,51735,POQUOSON CITY,2054,5605,7659,12090.0
792,2020,VIRGINIA,51740,PORTSMOUTH CITY,30948,12755,43703,95097.0
793,2020,VIRGINIA,51750,RADFORD CITY,3358,2786,6144,17691.0
794,2020,VIRGINIA,51760,RICHMOND CITY,92175,16603,108778,226622.0
795,2020,VIRGINIA,51770,ROANOKE CITY,26773,15607,42380,99229.0
796,2020,VIRGINIA,51775,SALEM CITY,5148,7683,12831,25317.0
797,2020,VIRGINIA,51790,STAUNTON CITY,6981,5695,12676,24432.0
798,2020,VIRGINIA,51800,SUFFOLK CITY,28676,20082,48758,90093.0
799,2020,VIRGINIA,51810,VIRGINIA BEACH CITY,117393,105087,222480,450201.0
800,2020,VIRGINIA,51820,WAYNESBORO CITY,4961,5507,10468,22140.0
801,2020,VIRGINIA,51830,WILLIAMSBURG CITY,4790,1963,6753,14927.0
802,2020,VIRGINIA,51840,WINCHESTER CITY,6610,5221,11831,27897.0
